GradStreet 2019 Manufacturing Order:,,,,,,,,
PACKING GUIDE v8,,,,,,,,
"Shaoxing Phoebee Garment Co., Ltd.",,,,,,,,
* partially full box,,,,,,Barcode SKU,,
BOX NUMBER,Quantity,Bundle Item 1,Bundle Item 2,Bundle Item 3,GradStreet SKU,FNSKU,Packaging,Labels
48,25,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 51","Tassel, color 025+019",ALL YEAR TAGS,UBC0171S51T00250190K01,X0022OD5N7,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
49,25,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 51","Tassel, color 025+019",ALL YEAR TAGS,UBC0171S51T00250190K01,X0022OD5N7,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
50,25,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 51","Tassel, color 025+019",ALL YEAR TAGS,UBC0171S51T00250190K01,X0022OD5N7,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
51,25,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 51","Tassel, color 025+019",ALL YEAR TAGS,UBC0171S51T00250190K01,X0022OD5N7,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
52,20,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 51","Tassel, color 025+019",ALL YEAR TAGS,UBC0171S51T00250190K01,X0022OD5N7,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
52,5,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 51","Tassel, color 220",ALL YEAR TAGS,UBC0171S51T08980000K01,X0022OD29J,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
53,3,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 51","Tassel, color 220",ALL YEAR TAGS,UBC0171S51T08980000K01,X0022OD29J,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
53,22,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 54","Tassel, color 006",ALL YEAR TAGS,UBC0171S54T00060000K01,X0022OD6A9,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
54,25,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 54","Tassel, color 006",ALL YEAR TAGS,UBC0171S54T00060000K01,X0022OD6A9,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
55,15,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 54","Tassel, color 006",ALL YEAR TAGS,UBC0171S54T00060000K01,X0022OD6A9,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
55,10,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 54","Tassel, color 017",ALL YEAR TAGS,UBC0171S54T00170000K01,X0022OD5NR,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
56,25,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 54","Tassel, color 017",ALL YEAR TAGS,UBC0171S54T00170000K01,X0022OD5NR,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
57,25,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 54","Tassel, color 017",ALL YEAR TAGS,UBC0171S54T00170000K01,X0022OD5NR,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
58,25,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 54","Tassel, color 017",ALL YEAR TAGS,UBC0171S54T00170000K01,X0022OD5NR,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
59,12,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 54","Tassel, color 017",ALL YEAR TAGS,UBC0171S54T00170000K01,X0022OD5NR,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
59,13,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 54","Tassel, color 017+031",ALL YEAR TAGS,UBC0171S54T00170310K01,X0022OD59B,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
60,25,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 54","Tassel, color 017+031",ALL YEAR TAGS,UBC0171S54T00170310K01,X0022OD59B,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
61,3,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 54","Tassel, color 017+031",ALL YEAR TAGS,UBC0171S54T00170310K01,X0022OD59B,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
61,9,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 54","Tassel, color 020",ALL YEAR TAGS,UBC0171S54T00200000K01,X0022NEDRZ,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
61,13,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 54","Tassel, color 025+019",ALL YEAR TAGS,UBC0171S54T00250190K01,X0022S1UNZ,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
62,25,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 54","Tassel, color 025+019",ALL YEAR TAGS,UBC0171S54T00250190K01,X0022S1UNZ,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
63,25,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 54","Tassel, color 025+019",ALL YEAR TAGS,UBC0171S54T00250190K01,X0022S1UNZ,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
64,25,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 54","Tassel, color 025+019",ALL YEAR TAGS,UBC0171S54T00250190K01,X0022S1UNZ,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
65,1,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 54","Tassel, color 025+019",ALL YEAR TAGS,UBC0171S54T00250190K01,X0022S1UNZ,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
65,24,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 54","Tassel, color 104",ALL YEAR TAGS,UBC0171S54T01040000K01,X0022P8EAF,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
66,3,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 54","Tassel, color 104",ALL YEAR TAGS,UBC0171S54T01040000K01,X0022P8EAF,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
66,5,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 54","Tassel, color 220",ALL YEAR TAGS,UBC0171S54T08980000K01,X0022NE9IX,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
66,17,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 57","Tassel, color 006",ALL YEAR TAGS,UBC0171S57T00060000K01,X0022P8KF9,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
67,16,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 57","Tassel, color 006",ALL YEAR TAGS,UBC0171S57T00060000K01,X0022P8KF9,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
67,9,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 57","Tassel, color 017",ALL YEAR TAGS,UBC0171S57T00170000K01,X0022P8KGN,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
68,25,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 57","Tassel, color 017",ALL YEAR TAGS,UBC0171S57T00170000K01,X0022P8KGN,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
69,18,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 57","Tassel, color 017",ALL YEAR TAGS,UBC0171S57T00170000K01,X0022P8KGN,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
69,7,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 57","Tassel, color 017+031",ALL YEAR TAGS,UBC0171S57T00170310K01,X0022NEDBB,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
70,15,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 57","Tassel, color 017+031",ALL YEAR TAGS,UBC0171S57T00170310K01,X0022NEDBB,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
70,10,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 57","Tassel, color 019",ALL YEAR TAGS,UBC0171S57T00190000K01,X0022Q71C1,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
71,25,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 57","Tassel, color 019",ALL YEAR TAGS,UBC0171S57T00190000K01,X0022Q71C1,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
72,25,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 57","Tassel, color 019",ALL YEAR TAGS,UBC0171S57T00190000K01,X0022Q71C1,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
73,16,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 57","Tassel, color 019",ALL YEAR TAGS,UBC0171S57T00190000K01,X0022Q71C1,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
73,5,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 57","Tassel, color 020",ALL YEAR TAGS,UBC0171S57T00200000K01,X0022Q71HV,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
73,4,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 57","Tassel, color 025+019",ALL YEAR TAGS,UBC0171S57T00250190K01,X0022P8MI9,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
74,25,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 57","Tassel, color 025+019",ALL YEAR TAGS,UBC0171S57T00250190K01,X0022P8MI9,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
75,19,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 57","Tassel, color 025+019",ALL YEAR TAGS,UBC0171S57T00250190K01,X0022P8MI9,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
75,6,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 57","Tassel, color 104",ALL YEAR TAGS,UBC0171S57T01040000K01,X0022NEA3H,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
76,25,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 57","Tassel, color 104",ALL YEAR TAGS,UBC0171S57T01040000K01,X0022NEA3H,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
77,25,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 57","Tassel, color 104",ALL YEAR TAGS,UBC0171S57T01040000K01,X0022NEA3H,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
78,25,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 57","Tassel, color 104",ALL YEAR TAGS,UBC0171S57T01040000K01,X0022NEA3H,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
79,14,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 57","Tassel, color 104",ALL YEAR TAGS,UBC0171S57T01040000K01,X0022NEA3H,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
79,3,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 57","Tassel, color 220",ALL YEAR TAGS,UBC0171S57T08980000K01,X0022P8MHP,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
79,8,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 60","Tassel, color 006",ALL YEAR TAGS,UBC0171S60T00060000K01,X0022S1TDV,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
80,3,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 60","Tassel, color 006",ALL YEAR TAGS,UBC0171S60T00060000K01,X0022S1TDV,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
80,18,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 60","Tassel, color 017",ALL YEAR TAGS,UBC0171S60T00170000K01,X0022P8MJD,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
80,4,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 60","Tassel, color 017+031",ALL YEAR TAGS,UBC0171S60T00170310K01,X0022OD68L,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
81,4,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 60","Tassel, color 017+031",ALL YEAR TAGS,UBC0171S60T00170310K01,X0022OD68L,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
81,21,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 60","Tassel, color 019",ALL YEAR TAGS,UBC0171S60T00190000K01,X0022P8HVV,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
82,5,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 60","Tassel, color 019",ALL YEAR TAGS,UBC0171S60T00190000K01,X0022P8HVV,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
82,2,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 60","Tassel, color 020",ALL YEAR TAGS,UBC0171S60T00200000K01,X0022R2VHF,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
82,16,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 60","Tassel, color 025+019",ALL YEAR TAGS,UBC0171S60T00250190K01,X0022OD5NH,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
82,2,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 60","Tassel, color 104",ALL YEAR TAGS,UBC0171S60T01040000K01,X0022R26VB,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
83,25,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 60","Tassel, color 104",ALL YEAR TAGS,UBC0171S60T01040000K01,X0022R26VB,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
84,5,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 60","Tassel, color 104",ALL YEAR TAGS,UBC0171S60T01040000K01,X0022R26VB,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
84,4,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 63","Tassel, color 006",ALL YEAR TAGS,UBC0171S63T00060000K01,X0022P8M8T,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
84,6,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 63","Tassel, color 017",ALL YEAR TAGS,UBC0171S63T00170000K01,X0022OD2OJ,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
84,3,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 63","Tassel, color 017+031",ALL YEAR TAGS,UBC0171S63T00170310K01,X0022OD587,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
84,7,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 63","Tassel, color 019",ALL YEAR TAGS,UBC0171S63T00190000K01,X0022P8HWZ,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
85,2,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 63","Tassel, color 019",ALL YEAR TAGS,UBC0171S63T00190000K01,X0022P8HWZ,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
85,6,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 63","Tassel, color 025+019",ALL YEAR TAGS,UBC0171S63T00250190K01,X0022NED6B,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
85,11,"Bachelors Gown+Cap, Black, Matte NO pleats, Standard Fit, size 63","Tassel, color 104",ALL YEAR TAGS,UBC0171S63T01040000K01,X0022R2CB5,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
,,,,,,,,
85,1,"Bachelors Gown+Cap, Black, Matte with pleats, Full fit, size 39","Tassel, color 025+019",ALL YEAR TAGS,UBC0173F39T00250190K01,X0022NEFEV,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
85,1,"Bachelors Gown+Cap, Black, Matte with pleats, Full Fit, size 42","Tassel, color 025+019",ALL YEAR TAGS,UBC0173F42T00250190K01,X0022Q6O3D,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
85,4,"Bachelors Gown+Cap, Black, Matte with pleats, Full Fit, size 45","Tassel, color 025+019",ALL YEAR TAGS,UBC0173F45T00250190K01,X0022P8OYL,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
86,2,"Bachelors Gown+Cap, Black, Matte with pleats, Full Fit, size 45","Tassel, color 025+019",ALL YEAR TAGS,UBC0173F45T00250190K01,X0022P8OYL,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
86,2,"Bachelors Gown+Cap, Black, Matte with pleats, Full Fit, size 48","Tassel, color 014",ALL YEAR TAGS,UBC0173F48T00140000K01,X0022R2KF3,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
86,5,"Bachelors Gown+Cap, Black, Matte with pleats, Full Fit, size 48","Tassel, color 025+019",ALL YEAR TAGS,UBC0173F48T00250190K01,X0022R2KFN,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
86,2,"Bachelors Gown+Cap, Black, Matte with pleats, Full Fit, size 48","Tassel, color 104",ALL YEAR TAGS,UBC0173F48T01040000K01,X0022P8LPN,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
86,2,"Bachelors Gown+Cap, Black, Matte with pleats, Full Fit, size 51","Tassel, color 014",ALL YEAR TAGS,UBC0173F51T00140000K01,X0022NEH8Z,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
86,6,"Bachelors Gown+Cap, Black, Matte with pleats, Full Fit, size 51","Tassel, color 025+019",ALL YEAR TAGS,UBC0173F51T00250190K01,X0022Q70VX,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
86,2,"Bachelors Gown+Cap, Black, Matte with pleats, Full Fit, size 51","Tassel, color 104",ALL YEAR TAGS,UBC0173F51T01040000K01,X0022NEH8P,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
86,2,"Bachelors Gown+Cap, Black, Matte with pleats, Full Fit, size 54","Tassel, color 014",ALL YEAR TAGS,UBC0173F54T00140000K01,X0022OD8LV,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
86,2,"Bachelors Gown+Cap, Black, Matte with pleats, Full Fit, size 54","Tassel, color 025+019",ALL YEAR TAGS,UBC0173F54T00250190K01,X0022Q6O33,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
87,2,"Bachelors Gown+Cap, Black, Matte with pleats, Full Fit, size 54","Tassel, color 025+019",ALL YEAR TAGS,UBC0173F54T00250190K01,X0022Q6O33,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
87,4,"Bachelors Gown+Cap, Black, Matte with pleats, Full Fit, size 57","Tassel, color 025+019",ALL YEAR TAGS,UBC0173F57T00250190K01,X0022P8OY1,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
87,2,"Bachelors Gown+Cap, Black, Matte with pleats, Full Fit, size 60","Tassel, color 025+019",ALL YEAR TAGS,UBC0173F60T00250190K01,X0022S1UDP,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
87,1,"Bachelors Gown+Cap, Black, Matte with pleats, Full Fit, size 63","Tassel, color 025+019",ALL YEAR TAGS,UBC0173F63T00250190K01,X0022NEGSV,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
,,,,,,,,
87,2,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 39","Tassel, color 014",ALL YEAR TAGS,UBC0173S39T00140000K01,X0022OD7G7,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
87,5,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 39","Tassel, color 025+019",ALL YEAR TAGS,UBC0173S39T00250190K01,X0022R1O23,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
87,3,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 42","Tassel, color 014",ALL YEAR TAGS,UBC0173S42T00140000K01,X0022NEF05,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
87,6,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 42","Tassel, color 025+019",ALL YEAR TAGS,UBC0173S42T00250190K01,X0022Q6O2J,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
88,3,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 42","Tassel, color 025+019",ALL YEAR TAGS,UBC0173S42T00250190K01,X0022Q6O2J,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
88,2,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 42","Tassel, color 104",ALL YEAR TAGS,UBC0173S42T01040000K01,X0022Q7A6D,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
88,2,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 45","Tassel, color 002",ALL YEAR TAGS,UBC0173S45T00020000K01,X0022NEEZV,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
88,18,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 45","Tassel, color 014",ALL YEAR TAGS,UBC0173S45T00140000K01,X0022NEFFP,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
89,1,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 45","Tassel, color 014",ALL YEAR TAGS,UBC0173S45T00140000K01,X0022NEFFP,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
89,2,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 45","Tassel, color 015",ALL YEAR TAGS,UBC0173S45T00150000K01,X0022Q70W7,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
89,8,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 45","Tassel, color 019",ALL YEAR TAGS,UBC0173S45T00190000K01,X0022S1UUX,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
89,14,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 45","Tassel, color 025+019",ALL YEAR TAGS,UBC0173S45T00250190K01,X0022OD9UL,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
90,25,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 45","Tassel, color 025+019",ALL YEAR TAGS,UBC0173S45T00250190K01,X0022OD9UL,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
91,13,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 45","Tassel, color 025+019",ALL YEAR TAGS,UBC0173S45T00250190K01,X0022OD9UL,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
91,7,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 45","Tassel, color 031",ALL YEAR TAGS,UBC0173S45T00310000K01,X0022P8OYB,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
91,5,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 45","Tassel, color 104",ALL YEAR TAGS,UBC0173S45T01040000K01,X0022OD86V,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
92,10,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 45","Tassel, color 104",ALL YEAR TAGS,UBC0173S45T01040000K01,X0022OD86V,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
92,2,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 45","Tassel, color 111",ALL YEAR TAGS,UBC0173S45T01110000K01,X0022Q7BOJ,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
92,3,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 48","Tassel, color 002",ALL YEAR TAGS,UBC0173S48T00020000K01,X0022Q6O2T,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
92,10,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 48","Tassel, color 014",ALL YEAR TAGS,UBC0173S48T00140000K01,X0022NEFEB,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
93,19,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 48","Tassel, color 014",ALL YEAR TAGS,UBC0173S48T00140000K01,X0022NEFEB,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
93,2,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 48","Tassel, color 015",ALL YEAR TAGS,UBC0173S48T00150000K01,X0022S1UCB,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
93,4,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 48","Tassel, color 019",ALL YEAR TAGS,UBC0173S48T00190000K01,X0022R1O2D,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
94,8,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 48","Tassel, color 019",ALL YEAR TAGS,UBC0173S48T00190000K01,X0022R1O2D,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
94,17,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 48","Tassel, color 025+019",ALL YEAR TAGS,UBC0173S48T00250190K01,X0022NEJFB,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
95,25,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 48","Tassel, color 025+019",ALL YEAR TAGS,UBC0173S48T00250190K01,X0022NEJFB,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
96,25,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 48","Tassel, color 025+019",ALL YEAR TAGS,UBC0173S48T00250190K01,X0022NEJFB,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
97,16,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 48","Tassel, color 025+019",ALL YEAR TAGS,UBC0173S48T00250190K01,X0022NEJFB,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
97,9,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 48","Tassel, color 031",ALL YEAR TAGS,UBC0173S48T00310000K01,X0022NEG77,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
98,2,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 48","Tassel, color 031",ALL YEAR TAGS,UBC0173S48T00310000K01,X0022NEG77,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
98,23,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 48","Tassel, color 104",ALL YEAR TAGS,UBC0173S48T01040000K01,X0022NEG63,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
99,1,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 48","Tassel, color 104",ALL YEAR TAGS,UBC0173S48T01040000K01,X0022NEG63,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
99,3,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 48","Tassel, color 111",ALL YEAR TAGS,UBC0173S48T01110000K01,X0022S1UCL,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
99,3,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 51","Tassel, color 002",ALL YEAR TAGS,UBC0173S51T00020000K01,X0022P8J6T,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
99,18,"Bachelors Gown+Cap, Black, Matte with pleats, Standard Fit, size 51","Tassel, color 014",ALL YEAR TAGS,UBC0173S51T00140000K01,X0022NEJ8D,Poly bag,"Brand, Suffocation, Sold as Set, FNSKU"
